,datum,dangerLevel,elevation_th,HN72_24,HN24_7d,Pen_depth,HN24,min_ccl_pen,RH,wind_trans24_3d,wind_trans24,wind_trans24_7d,warnreg
60573,2006-01-02,3.0,2000.0,26.703875,46.36,24.540487752148643,10.998499999999998,0.3,96.75,41.75,13.513375,119.73,16.0
60587,2006-01-02,2.0,2200.0,10.776375,25.72,23.86993314257041,6.01875,0.25,79.5,11.08,9.279875,25.13,16.0
60596,2006-01-02,2.0,2200.0,0.872875,13.5,14.295280305888848,0.0,0.37,87.875,25.52,8.86075,57.62,16.0
60600,2006-01-02,2.0,2200.0,3.1898750000000007,19.6,18.51559446224831,1.304375,0.32,93.75,34.4,19.473625,75.9,16.0
60604,2006-01-02,3.0,1800.0,34.060375,48.81,29.790750298464307,14.402375,0.22,83.375,41.24,2.074,97.49,16.0
60606,2006-01-02,3.0,2000.0,23.793625,40.5,28.645653584288365,10.105625,0.19,97.75,34.87,11.46225,55.63,16.0
60608,2006-01-02,2.0,2200.0,18.067375,28.69,31.982779588170647,9.989,0.27,95.0,24.76,13.031624999999998,45.83,16.0
60611,2006-01-02,2.0,1800.0,14.858874999999998,26.04,27.429355252697924,4.901,0.36,82.75,19.29,1.37275,35.78,16.0
60620,2006-01-02,2.0,2200.0,17.93825,32.4,25.18148394856182,8.77575,0.23,88.0,31.86,20.148125,51.47,16.0
60623,2006-01-02,3.0,2000.0,22.6195,48.8,22.010301517557263,8.465250000000001,0.13,97.75,49.34,5.67625,166.43,16.0
60624,2006-01-02,3.0,2000.0,6.03475,45.5,21.59108152553356,0.0,0.2,100.0,41.07,26.8725,79.22,16.0
60625,2006-01-02,3.0,2000.0,19.5455,40.21,25.57911927238088,7.046749999999999,0.19,98.125,52.82,6.258624999999999,113.5,16.0
60627,2006-01-02,3.0,2000.0,25.486625,42.26,26.39359096424436,10.5805,0.15,95.5,26.96,5.439125,56.0,16.0
60629,2006-01-02,3.0,2000.0,29.180750000000003,38.4,33.713416188409035,24.634375,0.11,100.0,0.0,0.0,0.0,16.0
60632,2006-01-02,3.0,2000.0,25.312375,46.05,26.45481037282113,5.64075,0.31,88.125,39.56,22.1205,56.58,16.0
60633,2006-01-02,2.0,2200.0,11.951625000000002,24.9,19.595796074078795,4.75,0.39,87.5,36.35,17.423375,59.12,16.0
60634,2006-01-02,3.0,2000.0,15.803999999999998,35.27,22.939543657473468,2.346,0.29,77.333375,35.47,31.07,41.94,16.0
60635,2006-01-02,2.0,2200.0,26.77512500000001,35.14,29.15350429024032,20.48825,0.2,89.0,7.63,1.6965,13.52,16.0
60646,2006-01-03,2.0,2200.0,32.595375000000004,37.49,23.720200737623767,8.948875000000003,0.24,90.0,4.57,1.3401250000000002,14.18,16.0
60648,2006-01-03,2.0,1800.0,22.87525,46.37,23.6641061419665,5.109625,0.31,93.5,23.27,4.520625000000001,122.26,16.0
60650,2006-01-03,2.0,2200.0,10.924375,24.9,23.315697764376488,2.5637500000000006,0.26,73.375,17.68,7.44525,30.29,16.0
60652,2006-01-03,2.0,1800.0,16.671,38.82,25.85798872198123,1.4215,0.2,96.5,22.78,5.027125,59.42,16.0
60653,2006-01-03,2.0,1800.0,12.416250000000002,34.14,23.660014962379343,0.3055,0.2,74.375,45.77,38.169,144.02,16.0
60654,2006-01-03,2.0,1800.0,20.3285,37.23,26.55122634660608,4.3975,0.32,90.5,64.21,4.433625,90.21,16.0
60655,2006-01-03,2.0,1800.0,19.314875,45.46,22.339915565388186,6.81325,0.13,97.5,12.18,2.1277500000000003,164.16,16.0
60656,2006-01-03,2.0,1800.0,1.1595,29.05,19.586800269476512,1.1595,0.21,100.0,49.37,14.67725,86.73,16.0
60658,2006-01-03,2.0,1800.0,21.017375,43.81,23.69098268061602,4.232875000000001,0.17,93.375,11.9,2.6557500000000003,57.89,16.0
60659,2006-01-03,2.0,2200.0,10.572125,19.83,19.028517337161148,1.364625,0.4,88.0,27.22,8.14925,66.18,16.0
60661,2006-01-03,3.0,2000.0,26.401,46.97,25.081032957249555,2.244875,0.25,86.375,7.63,0.0455,94.49,16.0
60668,2006-01-03,2.0,1800.0,41.10175,51.62,29.02805762716411,13.804999999999998,0.13,90.375,0.0,0.0,0.0,16.0
60670,2006-01-03,2.0,1800.0,15.726375,41.16,24.835190635199982,3.202125,0.33,71.375,38.82,4.57375,58.03,16.0
60672,2006-01-03,2.0,2200.0,2.1125,5.28,18.228143028305567,0.0,0.34,91.75,25.18,2.256625,75.72,16.0
60674,2006-01-03,2.0,2200.0,0.0,2.9,14.265971303480706,0.0,0.37,77.5,24.17,3.346,52.8,16.0
60681,2006-01-03,2.0,2200.0,17.321875000000002,30.88,27.42610731085928,3.126625,0.29,83.5,19.8,2.473125,47.8,16.0
60685,2006-01-03,2.0,1800.0,7.02675,30.48,20.545827987192105,0.0,0.3,88.125,40.08,6.35375,45.67,16.0
60686,2006-01-03,2.0,2200.0,11.855875,27.05,24.748136318671733,1.93925,0.29,71.5,9.52,6.492625,42.0,16.0
60696,2006-01-03,2.0,2200.0,15.7725,32.26,22.101943628120765,2.0025,0.24,71.125,34.31,3.855375,54.68,16.0
60707,2006-01-04,2.0,1800.0,11.527125000000002,36.6,24.79354144916556,0.0,0.2,74.0,28.34,11.8535,65.44,16.0
60708,2006-01-04,2.0,2200.0,8.5825,17.28,22.957035325838323,0.0,0.26,78.5,16.89,0.16675,19.81,16.0
60709,2006-01-04,2.0,2200.0,6.1145000000000005,16.93,18.595103331270423,0.0,0.4,79.5,31.75,6.1735,67.73,16.0
60711,2006-01-04,2.0,2200.0,6.8401250000000005,23.36,24.021157861436247,0.0,0.29,79.0,17.45,9.580625,50.19,16.0
60712,2006-01-04,2.0,1800.0,14.06075,33.3,24.36606018969244,0.521,0.34,58.125,48.68,0.0175,75.38,16.0
60714,2006-01-04,2.0,2200.0,29.437125,37.3,21.93728787728805,0.0,0.31,77.5,4.1,1.0617499999999995,14.26,16.0
60717,2006-01-04,2.0,2200.0,10.77825,26.57,21.324690125581352,0.0,0.25,72.75,24.44,0.433625,40.6,16.0
60732,2006-01-04,2.0,1800.0,2.346,29.93,20.07903521958933,0.0,0.32,72.125,37.72,0.300375,43.67,16.0
60734,2006-01-04,2.0,1800.0,14.813125,41.11,22.460146964990937,0.0,0.18,67.25,9.57,1.476875,57.28,16.0
60735,2006-01-04,2.0,2200.0,13.115625,27.02,25.135112051945075,0.0,0.3,60.125,16.26,0.753625,43.35,16.0
60736,2006-01-04,2.0,1800.0,38.75975,48.0,24.29161264664768,0.320375,0.14,85.5,0.0,0.0,0.0,16.0
60737,2006-01-04,2.0,1800.0,8.842875,40.49,23.216380881391483,0.0,0.23,59.25,26.69,0.0,47.29,16.0
60746,2006-01-04,2.0,1800.0,16.108,46.33,22.239093403802062,0.0,0.32,75.5,18.88,0.8486249999999999,91.0,16.0
60749,2006-01-04,2.0,2200.0,1.304375,5.02,18.05891503749936,0.0,0.34,73.25,34.72,12.988749999999998,58.11,16.0
60754,2006-01-04,2.0,2200.0,0.0,2.28,14.260497539034386,0.0,0.37,88.0,12.31,0.1035,35.74,16.0
60759,2006-01-04,3.0,2000.0,16.64725,46.15,23.1654218307353,0.0,0.26,55.875,8.29,6.1720000000000015,94.98,16.0
60764,2006-01-04,2.0,1800.0,7.352375,31.97,22.34179700979377,0.0,0.21,92.75,58.87,14.443375,141.64,16.0
60767,2006-01-04,2.0,1800.0,2.339375,20.29,19.270597843977114,1.179875,0.21,82.875,46.41,4.862875000000002,66.09,16.0
60771,2006-01-04,2.0,1800.0,15.27875,42.27,20.353007041584405,0.0,0.14,95.125,8.87,1.0695,114.73,16.0
60773,2006-01-05,2.0,2200.0,1.364625,16.93,18.452011274341004,0.0,0.4,73.625,15.17,0.8483750000000001,68.24,16.0
60774,2006-01-05,3.0,2000.0,2.244875,46.15,22.092199552195503,0.0,0.28,50.125,15.97,9.7525,103.08,16.0
60776,2006-01-05,2.0,1800.0,3.202125,40.49,22.53946159651424,0.0,0.24,64.0,4.57,0.0,47.29,16.0
60780,2006-01-05,2.0,2200.0,3.126625,27.02,23.82406757921093,0.0,0.29,65.0,3.59,0.36075,41.58,16.0
60785,2006-01-05,2.0,1800.0,5.109625,46.33,20.0361652908696,0.0,0.28,69.5,5.37,0.0,85.5,16.0
60786,2006-01-05,2.0,1800.0,14.125374999999998,48.0,20.93841001431371,0.0,0.15,80.125,0.0,0.0,0.0,16.0
60788,2006-01-05,2.0,2200.0,1.93925,23.36,22.378390168825785,0.0,0.28,74.0,32.83,16.7555,66.84,16.0
60790,2006-01-05,2.0,2200.0,0.0,5.02,17.913501984331386,0.0,0.34,71.75,27.57,12.321750000000002,65.85,16.0
60793,2006-01-05,2.0,1800.0,4.918374999999998,33.3,22.97104093359436,0.0,0.35,58.666625,4.69,0.2425,75.15,16.0
60796,2006-01-05,2.0,1800.0,4.232875000000001,40.53,21.701568653333307,0.0,0.19,66.625,4.28,0.144,54.77,16.0
60801,2006-01-05,2.0,1800.0,0.3055,31.97,21.74118829661344,0.0,0.22,93.0,67.28,14.664,152.73,16.0
60802,2006-01-05,2.0,1800.0,2.339375,20.29,18.950900430283305,0.0,0.22,72.0,25.14,5.598125,67.8,16.0
60803,2006-01-05,2.0,1800.0,9.627375,45.08,21.483325792172185,2.814,0.13,89.75,3.2,0.0,106.88,16.0
60805,2006-01-05,2.0,2200.0,0.0,2.28,14.226060731620462,0.0,0.37,88.75,3.45,0.0,35.65,16.0
60813,2006-01-05,2.0,1800.0,0.0,29.93,19.66892503850196,0.0,0.33,66.125,6.65,0.0,42.86,16.0
60819,2006-01-05,2.0,2200.0,2.0025,26.57,20.329418636105387,0.0,0.26,76.5,4.29,0.0,39.51,16.0
60826,2006-01-05,2.0,2200.0,8.948875000000003,37.3,20.965183321122545,0.0,0.33,70.875,2.41,0.010125,12.41,16.0
60832,2006-01-05,2.0,2200.0,2.5637500000000006,17.28,22.800979725359785,0.0,0.26,77.0,7.61,0.0,19.55,16.0
60835,2006-01-05,2.0,2200.0,1.4215,36.6,23.557667558184967,0.0,0.19,65.125,38.7,21.8185,87.13,16.0
60843,2006-01-06,2.0,1800.0,0.0,15.8,18.873373546976715,0.0,0.34,45.375,0.3,0.0,42.12,16.0
60844,2006-01-06,2.0,2200.0,0.0,16.8,22.00943262789864,0.0,0.3,54.625,34.1,7.764874999999999,59.89,16.0
60847,2006-01-06,2.0,1800.0,0.521,26.24,21.57683584402021,0.0,0.37,32.625,0.34,0.0815,69.72,16.0
60848,2006-01-06,2.0,1800.0,0.320375,43.31,19.767301578754736,0.0,0.16,54.125,0.0,0.0,0.0,16.0
60852,2006-01-06,2.0,1800.0,0.0,28.51,21.97353196609957,0.0,0.25,32.25,0.0,0.0,44.13,16.0
60855,2006-01-06,2.0,2200.0,0.0,13.32,18.3017322109202,0.0,0.41,60.625,7.02,0.0,51.52,16.0
60857,2006-01-06,2.0,1800.0,0.0,19.85,20.802389812746835,0.0,0.23,60.0,44.01,14.904249999999998,135.0,16.0
60863,2006-01-06,2.0,1800.0,0.0,31.81,19.359775648129272,0.0,0.34,38.875,0.85,0.0,47.11,16.0
60864,2006-01-06,2.0,2200.0,0.0,3.19,17.828803221463197,0.0,0.35,59.0,26.18,0.868125,62.84,16.0
60867,2006-01-06,2.0,1800.0,1.179875,8.37,18.766914856973067,0.0,0.22,50.25,10.96,0.500125,66.71,16.0
60868,2006-01-06,2.0,1800.0,4.002625,33.43,19.55245889277216,1.188625,0.26,51.625,1.07,0.0,52.53,16.0
60871,2006-01-06,2.0,2200.0,0.0,19.94,19.917531047399088,0.0,0.27,39.375,0.43,0.0,36.15,16.0
60873,2006-01-06,2.0,2200.0,0.0,21.19,22.02343751814593,0.0,0.37,34.625,1.23,0.12025,28.47,16.0
60877,2006-01-06,2.0,2200.0,0.0,13.34,22.59559185621513,0.0,0.26,50.375,0.17,0.0,18.69,16.0
60882,2006-01-06,2.0,2200.0,0.0,25.22,22.97310191694852,0.0,0.19,43.125,34.46,0.7908749999999999,74.36,16.0
60888,2006-01-06,3.0,2200.0,0.0,36.31,20.855043744784588,0.0,0.3,24.625,19.78,3.858375,61.07,16.0
60889,2006-01-06,2.0,2200.0,0.0,35.72,20.002007798170848,0.0,0.35,37.25,1.07,0.0,10.04,16.0
60896,2006-01-06,2.0,1800.0,0.0,29.72,20.682767686917973,0.0,0.19,32.375,1.67,0.048,31.28,16.0
60897,2006-01-06,2.0,2200.0,0.0,0.87,14.255218431717417,0.0,0.37,76.25,0.1,0.0,28.97,16.0
60907,2006-01-07,2.0,1800.0,0.0,26.4,19.66461794079673,0.0,0.31,27.25,13.61,0.0,27.41,16.0
60911,2006-01-07,2.0,2200.0,0.0,10.57,18.18365076995086,0.0,0.41,65.125,0.85,0.0,34.24,16.0
60915,2006-01-07,2.0,2200.0,0.0,16.67,22.04585925043668,0.0,0.19,40.25,22.79,0.183125,57.43,16.0
60920,2006-01-07,2.0,2200.0,0.0,32.6,19.05916652793061,0.0,0.35,31.625,0.02,0.010875,5.65,16.0
60921,2006-01-07,2.0,1800.0,0.0,20.85,20.678437586468192,0.0,0.38,28.125,0.32,0.0,64.56,16.0
60926,2006-01-07,2.0,2200.0,0.0,10.92,22.38970146824168,0.0,0.27,48.5,0.0,0.0,17.84,16.0
60931,2006-01-07,2.0,1800.0,0.0,22.88,18.380481285423905,0.0,0.35,32.0,0.0,0.0,24.12,16.0
60938,2006-01-07,2.0,2200.0,0.0,17.32,21.14824995639176,0.0,0.31,31.25,0.48,0.0,21.04,16.0
60939,2006-01-07,2.0,1800.0,0.0,21.02,20.188897300816787,0.0,0.2,25.625,0.19,0.0,13.57,16.0
60954,2006-01-07,2.0,2200.0,0.0,11.86,21.78781369391533,0.0,0.3,39.75,24.65,0.129375,43.75,16.0
60956,2006-01-07,2.0,2200.0,0.0,15.77,19.58760760111356,0.0,0.28,34.375,0.3,0.29525,35.04,16.0
60958,2006-01-07,2.0,1800.0,0.0,15.73,21.119300309840373,0.0,0.25,27.75,0.0,0.0,38.82,16.0
60960,2006-01-07,2.0,2200.0,0.0,0.0,14.24885894812283,0.0,0.37,88.5,0.03,0.03,24.3,16.0
60962,2006-01-07,2.0,1800.0,0.0,7.03,18.551462314398023,0.0,0.35,30.125,0.0,0.0,40.38,16.0
60965,2006-01-07,2.0,1800.0,0.0,41.42,18.20643617004682,0.0,0.16,49.25,0.0,0.0,0.0,16.0
60968,2006-01-07,2.0,1800.0,4.002625,23.32,14.911718002136542,0.0,0.32,41.5,0.0,0.0,13.25,16.0
60969,2006-01-07,2.0,1800.0,0.0,12.42,20.461163343963804,0.0,0.23,55.0,34.8,5.23325,95.02,16.0
60970,2006-01-07,2.0,1800.0,0.0,2.34,18.31590918735413,0.0,0.23,51.75,6.66,0.563625,60.89,16.0
60975,2006-01-08,2.0,2000.0,0.0,14.81,19.86241564123348,0.0,0.2,43.625,0.05,0.0,9.76,16.0
60977,2006-01-08,2.0,2200.0,0.0,13.12,20.83826965001031,0.0,0.31,44.625,0.12,0.0,16.74,16.0
60978,2006-01-08,2.0,2000.0,0.0,8.84,20.78355502571485,0.0,0.25,40.75,0.0,0.0,26.69,16.0
60979,2006-01-08,2.0,2000.0,0.0,38.76,17.832454855699797,0.0,0.17,52.5,0.0,0.0,0.0,16.0
60984,2006-01-08,2.0,2200.0,0.0,11.53,21.71971468808701,0.0,0.18,45.625,4.17,3.193875,54.33,16.0
60992,2006-01-08,2.0,2200.0,0.0,29.44,18.71166864612593,0.0,0.35,45.75,0.03,0.018125,4.14,16.0
60993,2006-01-08,2.0,1800.0,0.0,16.65,19.39421294129336,0.0,0.31,43.5,3.86,0.0,21.9,16.0
61002,2006-01-08,2.0,2200.0,0.0,8.58,22.20352681668859,0.0,0.27,40.25,0.0,0.0,16.89,16.0
61006,2006-01-08,2.0,2200.0,0.0,0.0,14.243478489359576,0.0,0.38,50.25,0.24,0.21,12.55,16.0
61018,2006-01-08,2.0,2000.0,0.0,2.35,18.417484534945725,0.0,0.36,44.25,0.0,0.0,37.72,16.0
61024,2006-01-08,2.0,2200.0,0.0,6.11,18.02412284640351,0.0,0.41,49.125,0.0,0.0,32.59,16.0
61027,2006-01-08,2.0,2000.0,0.0,16.11,18.039764825098025,0.0,0.35,44.125,0.0,0.0,18.88,16.0
61030,2006-01-08,2.0,2000.0,0.0,14.06,20.30854585295352,0.0,0.4,48.25,0.08,0.0,49.0,16.0
61034,2006-01-08,2.0,2200.0,0.0,10.78,19.11163472074089,0.0,0.39,31.5,0.73,0.4320000000000001,25.16,16.0
61036,2006-01-08,2.0,2000.0,0.0,2.34,18.165963224661624,0.0,0.23,47.25,1.38,0.317625,53.39,16.0
61038,2006-01-08,2.0,2000.0,0.0,7.35,20.19810523530257,0.0,0.24,40.375,33.29,13.1565,106.83,16.0
61039,2006-01-08,2.0,2000.0,1.188625,19.28,14.618616486182615,0.0,0.33,46.75,0.0,0.0,8.87,16.0
61040,2006-01-08,2.0,2200.0,0.0,6.84,21.60985150051548,0.0,0.31,52.625,8.11,0.215625,42.31,16.0
61044,2006-01-09,2.0,2000.0,0.0,0.31,19.9691244070974,0.0,0.24,23.375,27.17,8.782,109.35,16.0
61052,2006-01-09,2.0,2200.0,0.0,0.0,18.17312144996688,0.0,0.37,25.5,0.0,0.0,6.65,16.0
61061,2006-01-09,2.0,2000.0,0.0,10.82,14.389330282793397,0.0,0.34,23.75,0.0,0.0,3.2,16.0
61063,2006-01-09,2.0,2200.0,0.0,2.0,18.88606020735989,0.0,0.4,18.5,0.73,0.0,5.02,16.0
61066,2006-01-09,2.0,2000.0,0.0,2.34,17.959629127393395,0.0,0.23,26.75,0.88,0.0,26.52,16.0
61071,2006-01-09,2.0,2200.0,0.0,1.94,21.40896672082808,0.0,0.31,37.0,0.34,0.0,40.94,16.0
61073,2006-01-09,2.0,2000.0,0.0,4.23,19.328925778012835,0.0,0.21,19.75,0.0,0.0,4.32,16.0
61074,2006-01-09,2.0,2000.0,0.0,14.13,17.548771914317587,0.0,0.17,29.875,0.0,0.0,0.0,16.0
61076,2006-01-09,2.0,2000.0,0.0,3.2,20.47674170890795,0.0,0.26,19.75,0.0,0.0,4.57,16.0
61078,2006-01-09,2.0,2200.0,0.0,1.36,17.883704070415696,0.0,0.42,27.875,0.05,0.05275,15.22,16.0
61082,2006-01-09,2.0,2000.0,0.0,5.11,17.193099985907274,0.0,0.36,22.875,0.0,0.0,5.37,16.0
61083,2006-01-09,2.0,2000.0,0.0,4.92,19.45479795692739,0.0,0.41,25.5,0.0,0.0,4.78,16.0
61084,2006-01-09,2.0,2200.0,0.0,3.13,19.96079537789616,0.0,0.32,23.375,0.0,0.0,3.71,16.0
61087,2006-01-09,2.0,2000.0,0.0,2.24,19.144361733332826,0.0,0.32,19.375,0.0,0.0,19.83,16.0
61092,2006-01-09,2.0,2200.0,0.0,1.42,21.417507777065666,0.0,0.24,22.5,4.8,1.4251249999999998,44.29,16.0
61097,2006-01-09,2.0,2200.0,0.0,0.0,14.227222878435557,0.0,0.48,28.375,0.24,0.0,3.69,16.0
61099,2006-01-09,2.0,2200.0,0.0,2.56,21.881242910002,0.0,0.27,24.625,0.0,0.0,7.61,16.0
61106,2006-01-09,2.0,2200.0,0.0,8.95,18.42759875231778,0.0,0.36,29.75,0.03,0.0,2.44,16.0
61114,2006-01-10,2.0,2000.0,0.0,0.52,19.075937859634035,0.0,0.42,18.125,0.0,0.0,0.34,16.0
61119,2006-01-10,2.0,2000.0,0.0,0.0,18.937169396010283,0.0,0.32,17.75,0.0,0.0,19.78,16.0
61124,2006-01-10,2.0,2200.0,0.0,0.0,17.54589650752473,0.0,0.42,21.0,0.21,0.15825,7.23,16.0
61127,2006-01-10,2.0,2000.0,0.0,0.0,16.94963748441214,0.0,0.36,13.875,0.0,0.0,0.85,16.0
61128,2006-01-10,2.0,2000.0,0.0,0.0,19.78453256011053,0.0,0.25,17.0,0.0,0.0,0.0,16.0
61129,2006-01-10,2.0,2000.0,0.0,0.32,17.361210869045216,0.0,0.17,21.5,0.0,0.0,0.0,16.0
61130,2006-01-10,2.0,2000.0,0.0,0.0,19.02157464378697,0.0,0.21,12.0,0.0,0.0,1.67,16.0
61132,2006-01-10,2.0,2200.0,0.0,0.0,14.178376298658993,0.0,0.48,20.75,0.21,0.0,0.34,16.0
61137,2006-01-10,2.0,2200.0,0.0,0.0,18.313106432684744,0.0,0.4,16.75,0.43,0.0,1.16,16.0
61138,2006-01-10,2.0,2000.0,0.0,0.0,19.75632140786338,0.0,0.24,20.125,24.83,2.8942499999999995,74.08,16.0
61139,2006-01-10,2.0,2000.0,0.0,1.18,17.643948551629567,0.0,0.24,19.375,0.32,0.0,11.84,16.0
61140,2006-01-10,2.0,2000.0,0.0,4.0,14.21461322279953,0.0,0.34,14.625,0.0,0.0,1.07,16.0
61142,2006-01-10,2.0,2200.0,0.0,0.0,17.392167405202045,0.0,0.38,14.75,0.0,0.0,0.3,16.0
61148,2006-01-10,2.0,2200.0,0.0,0.0,21.1774843737949,0.0,0.24,24.5,4.62,0.0,39.26,16.0
61154,2006-01-10,2.0,2200.0,0.0,0.0,19.67113919381528,0.0,0.33,18.625,0.0,0.0,1.23,16.0
61155,2006-01-10,2.0,2200.0,0.0,0.0,21.220613073072,0.0,0.31,29.375,0.22,0.0,34.45,16.0
61159,2006-01-10,2.0,2200.0,0.0,0.0,20.76981174025436,0.0,0.28,21.125,0.0,0.0,0.17,16.0
61160,2006-01-10,2.0,2200.0,0.0,0.0,18.192554851266507,0.0,0.35,20.625,0.02,0.0,1.1,16.0
61176,2006-01-11,2.0,2200.0,0.0,0.0,19.441902714666032,0.0,0.33,24.875,0.0,0.0,0.48,16.0
61185,2006-01-11,2.0,2000.0,0.0,0.0,19.51002744044839,0.0,0.25,17.25,0.0,0.0,0.0,16.0
61187,2006-01-11,2.0,2000.0,0.0,0.0,16.716404209305033,0.0,0.37,20.375,0.0,0.0,0.0,16.0
61190,2006-01-11,2.0,2200.0,0.0,0.0,20.50766072322472,0.0,0.24,27.125,2.0,0.576875,27.99,16.0
61196,2006-01-11,2.0,2200.0,0.0,0.0,14.086911496054167,0.0,0.48,16.75,3.34,3.34475,3.58,16.0
61198,2006-01-11,2.0,2000.0,0.0,0.0,18.12946929316569,0.0,0.43,19.375,0.0,0.0,0.32,16.0
61200,2006-01-11,2.0,2200.0,0.0,0.0,21.165864482170274,0.0,0.32,56.625,0.02,0.02125,24.89,16.0
61202,2006-01-11,2.0,2000.0,0.0,0.0,17.213437512868097,0.0,0.16,27.625,0.0,0.0,0.0,16.0
61203,2006-01-11,2.0,2000.0,0.0,0.0,18.523998957944613,0.0,0.22,14.375,0.0,0.0,0.19,16.0
61208,2006-01-11,2.0,2200.0,0.0,0.0,17.09936627600452,0.0,0.39,20.625,0.0,0.0,0.0,16.0
61214,2006-01-11,2.0,2000.0,0.0,4.0,14.137018235293198,0.0,0.34,22.625,0.0,0.0,0.0,16.0
61215,2006-01-11,2.0,2000.0,0.0,0.0,17.455921706782508,0.0,0.24,26.125,0.0,0.0,6.98,16.0
61217,2006-01-11,2.0,2000.0,0.0,0.0,18.781106414262084,0.0,0.33,17.75,0.06,0.06375,13.67,16.0
61218,2006-01-11,2.0,2000.0,0.0,0.0,19.04145000742832,0.0,0.25,18.625,50.99,39.317,98.95,16.0
61224,2006-01-11,2.0,2200.0,0.0,0.0,17.405677997161867,0.0,0.43,26.625,0.21,0.0,1.06,16.0
61225,2006-01-11,2.0,2200.0,0.0,0.0,18.148869011103766,0.0,0.41,23.375,0.0,0.0,0.73,16.0
61229,2006-01-11,2.0,2200.0,0.0,0.0,20.453484996153733,0.0,0.28,23.375,0.0,0.0,0.0,16.0
61237,2006-01-11,2.0,2200.0,0.0,0.0,18.001539089234235,0.0,0.35,32.0,0.05,0.05,0.09,16.0
61243,2006-01-12,1.0,1000.0,0.0,0.0,14.043989498282132,0.0,0.48,28.75,4.36,1.01525,4.6,16.0
61248,2006-01-12,2.0,2000.0,0.0,0.0,16.433387961783758,0.0,0.42,26.125,0.0,0.0,0.0,16.0
61255,2006-01-12,1.0,1000.0,0.0,0.0,17.147861003089062,0.0,0.4,28.875,25.53,16.625625,31.16,16.0
61257,2006-01-12,1.0,1000.0,0.0,0.0,20.278131182353608,0.0,0.28,30.0,0.0,0.0,0.0,16.0
61258,2006-01-12,1.0,1000.0,0.0,0.0,17.834136612368216,0.0,0.36,25.875,0.05,0.0,0.08,16.0
61260,2006-01-12,1.0,1000.0,0.0,0.0,21.138654775005808,0.0,0.32,70.875,1.32,1.30275,9.43,16.0
61264,2006-01-12,2.0,2000.0,0.0,0.0,17.618295668535573,0.0,0.34,11.25,0.1,0.03825,3.96,16.0
61267,2006-01-12,1.0,1000.0,0.0,0.0,18.01643699557156,0.0,0.41,24.125,0.0,0.0,0.73,16.0
61271,2006-01-12,2.0,2000.0,0.0,0.0,16.527214455417823,0.0,0.16,33.875,0.0,0.0,0.0,16.0
61272,2006-01-12,2.0,2000.0,0.0,0.0,18.33324436142749,0.0,0.22,18.625,0.0,0.0,0.05,16.0
61275,2006-01-12,2.0,2000.0,0.0,0.0,18.828617898180337,0.0,0.34,22.0,0.0,0.0,0.12,16.0
61282,2006-01-12,1.0,1000.0,0.0,0.0,17.30202250653481,0.0,0.43,22.75,0.16,0.0,0.21,16.0
61285,2006-01-12,2.0,2000.0,0.0,0.0,18.900759804667707,0.0,0.25,31.875,93.26,51.04875,135.34,16.0
61286,2006-01-12,2.0,2000.0,0.0,0.0,17.093166458629288,0.0,0.24,26.0,0.84,0.8439999999999999,2.23,16.0
61287,2006-01-12,2.0,2000.0,0.0,0.0,19.302487577817853,0.0,0.26,17.625,0.0,0.0,0.0,16.0
61288,2006-01-12,2.0,2000.0,0.0,1.19,13.936419997361824,0.0,0.35,26.375,0.0,0.0,0.0,16.0
61292,2006-01-12,2.0,2000.0,0.0,0.0,17.71499204894443,0.0,0.44,17.75,0.0,0.0,0.08,16.0
61297,2006-01-12,1.0,1000.0,0.0,0.0,16.72372373134177,0.0,0.4,24.25,0.0,0.0,3.54,16.0
61299,2006-01-12,2.0,2000.0,0.0,0.0,16.190434669399956,0.0,0.38,22.125,0.0,0.0,0.0,16.0
61301,2006-01-12,1.0,1000.0,0.0,0.0,20.336926985245725,0.0,0.24,21.5,6.02,5.443999999999999,11.61,16.0
61305,2006-01-13,2.0,2000.0,0.0,0.0,13.661396595358234,0.0,0.36,13.625,0.0,0.0,0.0,16.0
61306,2006-01-13,2.0,2000.0,0.0,0.0,16.967699237477365,0.0,0.45,12.375,0.0,0.0,0.0,16.0
61309,2006-01-13,2.0,2000.0,0.0,0.0,15.938527355535529,0.0,0.38,12.75,0.0,0.0,0.0,16.0
61312,2006-01-13,2.0,2000.0,0.0,0.0,18.734629227181227,0.0,0.26,15.75,102.68,12.314625,132.75,16.0
61318,2006-01-13,1.0,1000.0,0.0,0.0,16.628811132384836,0.0,0.41,14.625,0.0,0.0,1.01,16.0
61319,2006-01-13,2.0,2000.0,0.0,0.0,16.89462777129087,0.0,0.25,16.75,1.16,0.317125,2.04,16.0
61322,2006-01-13,1.0,1000.0,0.0,0.0,20.951264014539674,0.0,0.32,8.958375,4.7,3.3771250000000004,5.05,16.0
61329,2006-01-13,2.0,2000.0,0.0,0.0,17.144260431492373,0.0,0.35,9.0,0.1,0.0,0.1,16.0
61335,2006-01-13,1.0,1000.0,0.0,0.0,20.169869468331694,0.0,0.25,12.875,6.99,0.9655,11.79,16.0
61336,2006-01-13,1.0,1000.0,0.0,0.0,13.877679091171748,0.0,0.48,16.5,4.36,0.0,4.6,16.0
61345,2006-01-13,1.0,1000.0,0.0,0.0,17.196396052679376,0.0,0.43,16.75,0.0,0.0,0.21,16.0
