,datum,dangerLevel,elevation_th,HN72_24,HN24_7d,Pen_depth,HN24,min_ccl_pen,RH,wind_trans24_3d,wind_trans24,wind_trans24_7d,warnreg
59871,2005-12-21,3.0,1800.0,11.54925,46.66,20.850008375712328,0.5055,0.19,82.875,0.0,0.0,0.7,16.0
59874,2005-12-21,3.0,1800.0,3.3298749999999995,101.27,23.77723754568467,0.0,0.34,32.25,48.96,16.291375,72.35,16.0
59882,2005-12-22,2.0,1800.0,0.0,95.41,19.115720905971,0.0,0.3,81.875,44.42,8.919125,171.47,16.0
59884,2005-12-22,2.0,1800.0,6.443624999999999,91.12,26.29305490717668,4.55475,0.34,96.5,41.12,11.397125,274.35,16.0
59886,2005-12-22,3.0,2000.0,1.25975,50.25,20.3480795229974,0.0,0.25,81.625,1.37,0.406625,207.25,16.0
59888,2005-12-22,2.0,1800.0,5.888,82.42,26.748307647700766,2.92525,0.28,89.0,23.08,0.420625,138.18,16.0
59897,2005-12-22,3.0,2000.0,1.272375,50.97,20.43502573579795,1.272375,0.29,85.375,29.17,5.832375,147.35,16.0
59899,2005-12-22,2.0,2000.0,0.0,12.56,14.47690412726305,0.0,0.35,78.25,18.21,2.793375,52.87,16.0
59905,2005-12-22,2.0,1800.0,4.6563750000000015,84.11,23.091737895160986,2.162375,0.34,75.375,53.07,8.04575,227.77,16.0
59906,2005-12-22,2.0,2000.0,0.0,18.2,14.377053278886258,0.0,0.52,85.375,2.96,2.107875,194.03,16.0
59907,2005-12-22,3.0,2000.0,1.5565,38.03,22.398080631233128,0.5615,0.34,93.375,57.09,21.808375,195.48,16.0
59913,2005-12-22,2.0,1800.0,10.36875,45.58,22.609751341263102,2.752375,0.19,100.0,0.0,0.0,0.7,16.0
59916,2005-12-22,2.0,1800.0,2.06,77.34,18.51939363122207,0.0,0.39,80.5,98.13,18.831625,226.56,16.0
59917,2005-12-22,2.0,1800.0,0.621,75.35,18.194880540676863,0.0,0.36,81.125,53.05,6.771624999999999,74.51,16.0
59928,2005-12-22,2.0,1800.0,6.867375,101.87,23.7100843018492,3.839625,0.37,89.5,33.54,7.495499999999999,242.81,16.0
59931,2005-12-22,3.0,2000.0,9.512,91.2,25.66970011277469,7.518749999999999,0.32,94.0,65.57,11.83025,228.87,16.0
59932,2005-12-22,2.0,1800.0,0.0,96.07,21.496682988324967,0.0,0.35,92.375,82.32,44.1275,114.68,16.0
59938,2005-12-22,3.0,2000.0,0.0,55.73,16.72477087306985,0.0,0.14,84.25,64.12,14.3455,219.21,16.0
59941,2005-12-22,2.0,1800.0,12.326875,69.84,27.40959455043156,8.829125,0.27,96.5,52.44,14.826,177.51,16.0
59942,2005-12-22,3.0,2000.0,3.110625,70.76,21.267957580181186,1.504375,0.34,88.625,84.9,20.73775,243.92,16.0
59945,2005-12-23,2.0,1800.0,8.007375,45.82,23.50755567077329,5.082125,0.34,72.125,14.67,2.308625,87.65,16.0
59946,2005-12-23,2.0,1800.0,10.055125,43.56,21.432677568091613,6.7970000000000015,0.2,91.5,0.0,0.0,0.18,16.0
59947,2005-12-23,2.0,1800.0,9.643875,61.74,22.950282233523307,5.804375,0.36,74.625,25.95,8.537749999999999,176.4,16.0
59948,2005-12-23,2.0,1800.0,14.613875,45.47,22.88031796519932,5.260750000000002,0.24,71.625,38.2,7.578625,140.02,16.0
59952,2005-12-23,2.0,1800.0,0.0,52.68,18.019687964650647,0.0,0.31,57.75,33.51,4.5225,95.09,16.0
59953,2005-12-23,2.0,1800.0,10.589,60.95,22.92702930194747,6.034125,0.36,81.0,36.78,11.894000000000002,214.47,16.0
59954,2005-12-23,2.0,1800.0,0.0,36.18,16.024666841725203,0.0,0.42,64.0,56.2,17.109875,163.2,16.0
59956,2005-12-23,2.0,1800.0,2.055375,33.47,19.78341697342104,0.7830000000000001,0.31,61.5,20.51,6.409249999999999,134.48,16.0
59963,2005-12-23,2.0,2000.0,0.0,3.22,13.984918023734007,0.0,0.54,72.25,2.8,0.035875,74.15,16.0
59964,2005-12-23,2.0,1800.0,12.23075,54.28,24.515688827548303,4.711875000000001,0.33,77.0,41.64,7.823374999999999,192.24,16.0
59966,2005-12-23,2.0,1800.0,0.0,41.2,17.960685215152928,0.0,0.4,59.25,78.88,17.365875,159.58,16.0
59968,2005-12-23,2.0,2000.0,2.8719999999999994,34.56,17.768226287889302,1.367625,0.4,72.0,58.54,6.4662500000000005,233.87,16.0
59970,2005-12-23,2.0,1800.0,0.0,23.23,17.056532789508854,0.0,0.38,59.375,34.66,2.123375,74.28,16.0
59976,2005-12-23,2.0,1800.0,0.0,59.33,20.23056948407184,0.0,0.37,59.375,95.42,35.001749999999994,146.57,16.0
59994,2005-12-23,2.0,1800.0,6.233499999999999,48.99,21.799578072736374,4.071124999999999,0.35,64.0,49.42,23.148375,179.98,16.0
59999,2005-12-23,2.0,2000.0,2.2875,17.09,21.59564774474616,1.726,0.34,75.25,60.32,23.798875,172.39,16.0
60000,2005-12-23,2.0,2000.0,0.0,12.56,14.350467895537946,0.0,0.35,59.0,9.15,0.5707500000000001,52.32,16.0
60001,2005-12-23,2.0,2000.0,0.0,27.16,19.823277663418327,0.0,0.26,66.0,1.48,1.0753750000000002,100.54,16.0
60022,2005-12-24,2.0,1800.0,14.09,31.28,21.322356647958923,0.0,0.25,74.625,23.06,0.6596250000000001,73.71,16.0
60024,2005-12-24,2.0,1800.0,10.00575,27.83,21.21080673616744,0.361875,0.4,68.875,16.62,0.588625,72.22,16.0
60027,2005-12-24,2.0,1800.0,0.0,5.54,16.724103469285875,0.0,0.33,64.375,17.09,3.645875,86.8,16.0
60034,2005-12-24,2.0,1800.0,0.0,4.62,15.748089542779214,0.0,0.42,71.25,32.69,1.23475,126.16,16.0
60035,2005-12-24,2.0,2000.0,19.927625,26.99,23.86952379023477,0.0,0.28,72.5,24.05,11.758125,52.42,16.0
60036,2005-12-24,2.0,1800.0,6.233499999999999,18.02,20.64183583184556,0.0,0.37,65.75,36.76,5.56775,123.79,16.0
60038,2005-12-24,2.0,1800.0,12.23075,26.99,21.974453467752472,0.0,0.36,61.875,20.11,0.45925,94.72,16.0
60041,2005-12-24,2.0,1800.0,9.549625,31.47,20.25723220966597,0.0,0.21,78.75,0.0,0.0,0.0,16.0
60049,2005-12-24,2.0,1800.0,0.0,12.2,19.553618066699027,0.0,0.38,68.75,79.46,0.33075,141.41,16.0
60052,2005-12-24,2.0,2000.0,2.8719999999999994,10.51,17.29104959850583,0.0,0.42,37.0,33.67,6.469375,168.25,16.0
60054,2005-12-24,2.0,2000.0,0.0,12.63,19.11817309607631,0.0,0.26,38.875,1.48,0.0,19.93,16.0
60055,2005-12-24,2.0,2000.0,2.2875,6.49,21.033240757426025,0.0,0.35,69.5,51.81,6.203125,149.61,16.0
60059,2005-12-24,2.0,2000.0,0.0,1.43,14.26424510793894,0.0,0.35,54.25,3.36,0.0,32.66,16.0
60063,2005-12-24,2.0,1800.0,2.055375,4.57,19.255821397135307,0.0,0.32,70.5,12.61,0.3650000000000001,75.82,16.0
60065,2005-12-24,2.0,2000.0,8.007375,23.18,21.737801886317072,0.0,0.35,40.25,8.01,5.276125,50.21,16.0
60066,2005-12-24,2.0,1800.0,10.589,28.43,19.18930422153284,0.0,0.39,75.5,23.35,0.06375,95.22,16.0
60067,2005-12-24,2.0,2000.0,0.0,0.0,13.833138963005212,0.0,0.55,49.625,6.85,4.70875,15.94,16.0
60068,2005-12-24,2.0,1800.0,0.0,8.84,17.561418573192967,0.0,0.42,51.5,48.21,12.01075,164.36,16.0
60069,2005-12-24,2.0,1800.0,0.0,2.53,16.221905980292718,0.0,0.37,39.125,9.55,0.6510000000000001,74.88,16.0
60085,2005-12-25,2.0,2200.0,2.3615,11.25,16.884279339944115,0.0,0.41,38.125,29.8,0.444125,49.29,16.0
60090,2005-12-25,2.0,2000.0,5.082125,17.59,21.293151968270703,0.0,0.36,75.125,11.84,4.25675,41.13,16.0
60091,2005-12-25,2.0,1800.0,4.071124999999999,15.33,19.418163265812968,0.0,0.36,87.375,30.93,2.209375,110.26,16.0
60094,2005-12-25,2.0,2000.0,0.0,2.53,16.03362491920413,0.0,0.35,43.0,3.63,0.8578749999999999,72.23,16.0
60095,2005-12-25,2.0,2000.0,0.0,5.19,17.166460207070454,0.0,0.43,68.375,36.25,6.877125,157.61,16.0
60103,2005-12-25,2.0,2200.0,0.0,0.0,14.210898010027076,0.0,0.36,53.125,0.57,0.0,21.94,16.0
60105,2005-12-25,2.0,2000.0,0.0,3.33,18.67954469341856,0.0,0.35,98.375,35.33,0.0,128.42,16.0
60108,2005-12-25,2.0,2200.0,0.0,7.25,18.875787381779755,0.0,0.27,43.25,1.08,0.0,5.49,16.0
60111,2005-12-25,2.0,2200.0,1.726,6.25,20.336828489943915,0.0,0.35,88.875,33.59,3.591625,139.64,16.0
60116,2005-12-25,2.0,2200.0,1.367625,8.23,17.05877740295023,0.0,0.43,38.875,16.19,3.256625,127.33,16.0
60117,2005-12-25,2.0,2000.0,6.7970000000000015,21.1,19.555381660770745,0.0,0.22,93.875,0.0,0.0,0.0,16.0
60118,2005-12-25,2.0,2000.0,0.0,0.0,15.468587142412606,0.0,0.43,98.625,18.34,0.0,107.63,16.0
60121,2005-12-25,2.0,2000.0,5.260750000000002,25.63,20.22503655233575,0.0,0.25,81.625,8.37,0.133,60.88,16.0
60123,2005-12-25,2.0,2000.0,4.711875000000001,20.92,21.3334050399015,0.0,0.37,58.625,8.49,0.20475,74.05,16.0
60125,2005-12-25,2.0,2000.0,0.7830000000000001,2.06,18.90876993614004,0.0,0.33,99.625,6.77,0.0,42.82,16.0
60126,2005-12-25,2.0,2000.0,0.0,0.0,16.207381348494295,0.0,0.33,95.875,9.09,0.92025,72.95,16.0
60129,2005-12-25,2.0,2000.0,6.1662500000000025,19.81,20.619002766763483,0.0,0.42,55.625,10.69,1.56675,49.89,16.0
60130,2005-12-25,2.0,2000.0,6.034125,17.68,18.188378241359807,0.0,0.4,95.0,19.96,8.00125,67.67,16.0
60132,2005-12-25,2.0,2000.0,9.513,26.99,22.14962134058137,0.0,0.29,71.75,23.27,3.814375,42.55,16.0
60133,2005-12-25,2.0,2200.0,0.0,0.0,13.735239703890096,0.0,0.56,63.0,5.97,1.221375,17.12,16.0
60140,2005-12-26,2.0,2000.0,1.27525,4.56,21.26788110493141,1.27525,0.35,95.25,10.45,0.6515,91.34,16.0
60141,2005-12-26,2.0,2000.0,0.0,17.17,19.100655464084067,0.0,0.23,97.625,0.0,0.0,0.0,16.0
60142,2005-12-26,2.0,2000.0,4.09,21.68,23.35217642494804,4.09,0.23,89.125,1.0,0.208375,61.02,16.0
60143,2005-12-26,2.0,2000.0,0.2965,1.56,18.753689193031896,0.2965,0.27,88.875,0.0,0.0,2.44,16.0
60146,2005-12-26,2.0,2000.0,4.043375,16.71,21.068390339272703,3.6815,0.42,69.125,4.86,2.7008749999999995,46.94,16.0
60147,2005-12-26,2.0,2000.0,2.1983750000000004,2.2,19.72043911670456,2.1983750000000004,0.35,96.0,1.65,1.319875,118.97,16.0
60151,2005-12-26,2.0,2000.0,0.732,3.93,16.781207709711563,0.732,0.41,79.125,13.44,0.125,41.01,16.0
60152,2005-12-26,2.0,2000.0,0.0,21.17,21.617021799679776,0.0,0.3,91.375,15.63,0.06025,33.44,16.0
60157,2005-12-26,2.0,2000.0,2.471,2.47,15.963708446313245,2.471,0.41,96.125,2.54,1.308875,83.77,16.0
60164,2005-12-26,2.0,2000.0,0.830625,1.45,17.19426049433929,0.830625,0.34,95.0,3.05,1.537375,58.21,16.0
60167,2005-12-26,2.0,2000.0,1.314875,3.37,18.280517635629124,1.314875,0.42,97.375,22.09,3.2045000000000003,137.59,16.0
60172,2005-12-26,2.0,2000.0,0.0,8.73,19.014475439567907,0.0,0.37,85.375,7.81,0.029375,84.03,16.0
60176,2005-12-26,2.0,2000.0,0.279375,0.28,16.01127833361532,0.279375,0.34,94.875,6.1,1.5337500000000002,55.04,16.0
60178,2005-12-26,2.0,2000.0,4.380375,6.44,21.548111840284,4.380375,0.31,98.625,0.36,0.0,35.95,16.0
60181,2005-12-26,2.0,2000.0,1.822,14.3,19.155242305572905,1.822,0.39,96.125,22.27,14.20075,75.28,16.0
60182,2005-12-26,2.0,2000.0,0.0,10.97,20.632717536565234,0.0,0.37,86.5,10.66,1.12275,36.04,16.0
60183,2005-12-26,2.0,2000.0,0.0,0.0,13.66326780383178,0.0,0.57,91.75,5.93,0.0015,8.93,16.0
60187,2005-12-26,2.0,2000.0,0.0,14.22,20.851999028045064,0.0,0.38,87.125,0.66,0.0,74.05,16.0
60188,2005-12-26,2.0,2000.0,0.0,4.48,16.91075474191262,0.0,0.44,87.75,9.73,0.0,101.09,16.0
60189,2005-12-26,2.0,2400.0,7.194,7.19,20.583491538265413,7.194,0.3,97.625,0.03,0.0285,18.8,16.0
60190,2005-12-27,1.0,1000.0,3.1009999999999995,3.1,16.69441335371632,0.25075,0.28,94.875,5.15,4.3961250000000005,10.73,16.0
60192,2005-12-27,2.0,2400.0,0.929625,8.94,22.35564154803548,0.929625,0.34,92.0,5.65,0.2689999999999999,25.59,16.0
60201,2005-12-27,1.0,1000.0,11.76775,21.77,21.53388508493968,8.08625,0.34,80.0,7.39,3.124,33.93,16.0
60202,2005-12-27,1.0,1000.0,0.5820000000000001,10.64,19.886354468711733,0.5820000000000001,0.23,99.875,0.0,0.0,0.0,16.0
60207,2005-12-27,1.0,1000.0,7.299875,17.89,21.830524728654385,5.47775,0.38,95.25,26.33,4.123125,63.17,16.0
60208,2005-12-27,2.0,2400.0,7.207624999999997,7.21,22.5518332601195,6.377000000000002,0.36,94.0,10.04,7.646875,45.35,16.0
60211,2005-12-27,2.0,2400.0,6.433249999999999,6.43,17.118950600624974,6.433249999999999,0.39,94.375,2.32,1.09375,9.82,16.0
60214,2005-12-27,2.0,2400.0,9.641375,12.0,19.75960507640341,8.909375,0.38,80.875,3.48,2.9075,40.71,16.0
60215,2005-12-27,2.0,2400.0,3.099375,23.03,21.55224798268136,3.099375,0.3,92.125,5.11,1.238125,29.37,16.0
60228,2005-12-27,2.0,2400.0,17.792749999999995,17.79,21.90265634218781,10.59875,0.29,95.25,8.19,8.164750000000002,17.34,16.0
60233,2005-12-27,2.0,2400.0,0.9335,13.16,21.205602158701925,0.9335,0.37,91.75,0.71,0.5021249999999999,42.81,16.0
60243,2005-12-27,1.0,1000.0,4.08475,10.32,22.07496398750924,4.08475,0.35,85.375,5.29,3.048,60.27,16.0
60244,2005-12-27,2.0,2400.0,2.148625,5.02,19.655453162971845,2.148625,0.32,94.0,3.9,0.639625,68.9,16.0
60245,2005-12-27,2.0,2400.0,3.678125,3.68,21.399313197502607,3.381625,0.25,86.625,2.28,2.284625,3.77,16.0
60246,2005-12-27,2.0,2400.0,7.876,10.16,23.94249700626915,6.6007500000000014,0.33,94.75,4.92,0.6789999999999999,71.45,16.0
60247,2005-12-27,1.0,1000.0,6.7718750000000005,21.39,23.51423590734325,2.682,0.23,95.5,1.1,0.7632500000000001,39.97,16.0
60248,2005-12-28,2.0,1600.0,4.9075,11.14,21.36918906423854,0.8226249999999999,0.36,82.5,8.76,5.685375,47.73,16.0
60251,2005-12-28,2.0,2200.0,4.52475,14.07,20.785654934049987,3.94275,0.23,99.75,0.0,0.0,0.0,16.0
60255,2005-12-28,2.0,2200.0,9.481,23.57,23.677435626231947,2.7095,0.24,95.5,3.06,2.08675,26.26,16.0
60256,2005-12-28,2.0,1800.0,18.413375,18.41,14.376369180339944,0.6205,0.36,83.375,25.35,17.158125,28.72,16.0
60257,2005-12-28,2.0,2200.0,7.543625,7.54,17.083017744519378,0.5529999999999999,0.37,94.75,6.24,2.2945,85.7,16.0
60270,2005-12-28,2.0,1600.0,11.745875000000002,22.33,24.47683519476816,4.445749999999999,0.38,94.875,33.17,14.845624999999998,64.53,16.0
60271,2005-12-28,2.0,2200.0,4.79075,17.02,22.444936852051484,3.85725,0.31,91.75,5.71,5.204375,26.02,16.0
60272,2005-12-28,2.0,1800.0,9.3715,9.37,21.230212761574933,2.163875,0.37,90.0,26.0,16.819375,36.41,16.0
60278,2005-12-28,2.0,2200.0,4.623375,12.63,21.823227996443865,3.69375,0.35,84.0,2.78,1.3898750000000002,15.04,16.0
60280,2005-12-28,2.0,1800.0,14.658625,14.66,23.65407527307472,3.189125,0.3,97.375,58.11,50.50212499999999,113.19,16.0
60288,2005-12-28,2.0,2200.0,12.44,22.45,20.972756160713374,0.67225,0.43,79.875,16.56,10.73425,34.75,16.0
60289,2005-12-28,2.0,1800.0,5.41425,5.41,14.72670333784184,0.04075,0.37,89.625,35.64,32.111625,53.65,16.0
60292,2005-12-28,2.0,2200.0,9.330125,9.33,18.24412146334242,2.8967499999999995,0.37,89.125,5.72,4.6221250000000005,13.79,16.0
60297,2005-12-28,2.0,2200.0,17.671875,20.03,20.194029665618125,8.0305,0.39,75.125,56.32,53.2835,89.26,16.0
60303,2005-12-28,2.0,2200.0,8.0645,10.35,23.0293303907369,0.188625,0.34,89.25,2.31,0.979375,57.71,16.0
60304,2005-12-28,2.0,2200.0,11.295875,11.3,22.56573823898141,7.6179999999999986,0.25,75.375,12.94,10.65225,14.42,16.0
60308,2005-12-28,2.0,2200.0,5.32725,25.25,22.81839305701562,2.22775,0.3,89.875,7.14,5.837375,35.0,16.0
60310,2005-12-28,2.0,2200.0,7.836875,10.71,20.09323336763284,5.688374999999999,0.32,90.625,15.16,14.521124999999998,52.09,16.0
60313,2005-12-29,2.0,2200.0,5.961875000000001,15.31,23.31435863909284,0.57075,0.24,90.25,5.5,2.650375,14.08,16.0
60314,2005-12-29,2.0,2200.0,4.52475,11.32,20.60514471066608,0.0,0.23,99.875,0.0,0.0,0.0,16.0
60315,2005-12-29,2.0,2200.0,8.7585,18.61,20.682398478602373,0.0,0.33,71.5,13.86,0.0,27.25,16.0
60316,2005-12-29,2.0,2200.0,5.34525,7.54,16.965508011619615,0.0,0.37,73.75,5.74,0.812875,42.39,16.0
60317,2005-12-29,2.0,2200.0,16.939875,20.03,20.88105183812116,0.0,0.41,64.75,66.05,9.857999999999995,95.97,16.0
60321,2005-12-29,2.0,2200.0,10.999375,11.3,22.16441675727363,0.0,0.25,68.75,13.19,0.255125,14.27,16.0
60322,2005-12-29,2.0,2200.0,6.78925,9.79,22.699342082572965,0.0,0.35,85.25,3.51,1.855625,37.76,16.0
60331,2005-12-29,2.0,2200.0,7.836875,9.2,17.275572755057276,0.0,0.35,74.125,16.25,1.0861250000000002,32.44,16.0
60335,2005-12-29,2.0,1600.0,11.219375,18.41,14.329307097898669,0.0,0.37,66.25,25.42,0.0935,26.02,16.0
60336,2005-12-29,2.0,1600.0,4.9075,8.98,21.14163022764912,0.0,0.36,75.5,10.39,1.65325,41.34,16.0
60342,2005-12-29,2.0,2200.0,13.3435,14.66,22.06001069803005,0.0,0.3,88.375,62.74,7.843124999999999,102.2,16.0
60344,2005-12-29,2.0,2200.0,9.330125,9.33,18.124659093789266,0.0,0.38,73.25,6.05,0.33225,12.02,16.0
60347,2005-12-29,2.0,2200.0,5.32725,14.84,22.548611497862,0.0,0.3,78.5,7.2,0.12725,30.53,16.0
60348,2005-12-29,2.0,2200.0,9.92375,17.78,23.148857151570173,0.0,0.39,95.375,19.44,0.47125,53.6,16.0
60350,2005-12-29,2.0,2200.0,4.79075,9.5,22.217040024734093,0.0,0.31,78.25,7.83,2.12775,16.32,16.0
60352,2005-12-29,2.0,2200.0,5.134875,5.41,14.64820481463303,0.0,0.37,72.25,39.61,5.501249999999999,50.23,16.0
60355,2005-12-29,2.0,2200.0,4.623375,9.71,18.97725192786156,0.0,0.38,73.375,1.77,0.1085,14.73,16.0
60356,2005-12-29,2.0,2200.0,8.540875,9.37,16.436232845783838,0.0,0.42,69.5,28.04,3.5776250000000003,33.21,16.0
60367,2005-12-30,3.0,1800.0,14.28775,21.5,27.152501169231986,12.123875,0.31,81.375,53.03,32.636875,63.73,16.0
60371,2005-12-30,2.0,2200.0,12.3145,14.46,22.75287615526317,6.626125,0.32,71.583375,18.97,3.3615,29.33,16.0
60374,2005-12-30,3.0,1800.0,21.8575,40.79,30.72112727182728,11.916625,0.17,80.0,30.98,1.5912499999999996,38.29,16.0
60376,2005-12-30,3.0,1800.0,16.026125,27.5,32.916332793619965,12.837000000000002,0.17,79.625,112.7,54.351000000000006,139.19,16.0
60383,2005-12-30,3.0,1800.0,10.669625,14.75,29.70675630759429,9.847,0.28,62.875,53.2,45.86387500000001,64.06,16.0
60391,2005-12-30,2.0,1800.0,10.25475,11.18,25.69269841547037,6.560875000000001,0.35,66.625,16.21,14.71475,27.14,16.0
60396,2005-12-30,2.0,2200.0,6.510624999999999,12.94,19.109680746393263,3.614,0.38,72.5,21.67,16.72025,28.7,16.0
60397,2005-12-30,2.0,2200.0,2.087,20.68,21.803826492087587,1.825375,0.31,61.25,39.06,3.875875,41.79,16.0
60398,2005-12-30,2.0,1800.0,11.512000000000002,18.81,29.20262472234627,7.066125,0.37,83.875,20.84,5.518374999999999,47.22,16.0
60399,2005-12-30,2.0,2200.0,9.687,10.62,26.92730259298964,5.829875,0.31,68.5,20.57,13.233124999999998,21.73,16.0
60400,2005-12-30,3.0,1800.0,14.558125,19.93,23.637951337315545,14.517375,0.29,76.75,75.99,38.38137500000001,84.09,16.0
60401,2005-12-30,2.0,1800.0,12.650375,24.78,36.56880941461191,11.978125,0.31,70.625,13.9,3.1631250000000004,21.88,16.0
60404,2005-12-30,2.0,1800.0,8.637875,9.22,23.01089648232888,4.694875,0.23,95.5,0.0,0.0,0.0,16.0
60405,2005-12-30,3.0,1800.0,14.677125,21.67,27.31756596211614,14.124,0.33,77.0,3.85,0.738125,8.13,16.0
60412,2005-12-30,2.0,2200.0,11.561625,15.24,25.60229000000244,3.943750000000001,0.24,65.125,11.77,0.863,14.06,16.0
60413,2005-12-30,2.0,2200.0,1.76775,9.64,23.202928874354683,1.579125,0.34,66.125,5.21,2.3727499999999995,16.33,16.0
60418,2005-12-30,2.0,2200.0,2.029625,19.82,15.117526606624448,1.4089999999999998,0.35,72.375,23.94,6.6855,32.13,16.0
60419,2005-12-30,2.0,1800.0,14.095250000000002,20.87,33.67486804112105,10.815,0.23,73.0,28.27,23.53525,30.04,16.0
60428,2005-12-30,2.0,1800.0,13.609375,16.71,34.8905614650292,11.381625,0.28,65.75,19.52,13.552625,36.39,16.0
60432,2005-12-31,3.0,1800.0,19.9255,25.25,29.62492821366423,8.544125,0.26,80.375,30.8,17.119625000000006,41.75,16.0
60435,2005-12-31,2.0,1800.0,11.503125,16.13,25.210973259925044,4.942125,0.35,87.125,31.09,16.262999999999998,38.12,16.0
60438,2005-12-31,3.0,1800.0,22.90125,30.44,26.70210692830317,8.777249999999999,0.34,86.375,3.29,1.738875,9.53,16.0
60441,2005-12-31,2.0,2200.0,6.358250000000001,15.69,18.969088994235264,2.74425,0.38,94.625,34.33,17.280875,41.27,16.0
60443,2005-12-31,2.0,2200.0,2.90275,21.75,20.314844709951625,1.077375,0.32,86.875,19.94,11.48325,52.98,16.0
60449,2005-12-31,2.0,2200.0,10.7945,18.63,21.09539129920735,4.168374999999998,0.33,88.625,5.85,1.406125,24.27,16.0
60463,2005-12-31,2.0,1800.0,6.57875,11.1,19.602648712784607,1.883875,0.25,92.875,0.0,0.0,0.0,16.0
60464,2005-12-31,2.0,1800.0,24.766375,37.21,32.61914529396616,12.788125,0.27,79.0,8.48,5.312375,26.6,16.0
60466,2005-12-31,2.0,1800.0,20.0875,29.57,30.83449958481448,8.701749999999999,0.25,85.5,43.9,17.716375,47.09,16.0
60467,2005-12-31,3.0,1800.0,19.75125,24.66,27.88466211528861,9.90425,0.29,69.375,81.18,33.6595,92.15,16.0
60476,2005-12-31,2.0,2200.0,6.359375,17.66,22.99832948836772,2.41575,0.25,90.0,1.96,0.8453749999999999,14.9,16.0
60477,2005-12-31,2.0,2200.0,4.7078750000000005,12.77,22.08060023927616,3.1285,0.35,87.5,8.63,4.39925,14.53,16.0
60479,2005-12-31,2.0,2200.0,2.281875,20.7,15.0377372362377,0.872875,0.36,98.125,11.47,4.6945000000000014,36.82,16.0
60485,2005-12-31,3.0,1800.0,22.954375,37.61,23.29747446944636,10.11775,0.11,97.25,101.47,39.279875,166.46,16.0
60487,2005-12-31,3.0,1800.0,23.455375,28.87,19.662407231327688,8.937999999999997,0.32,91.75,66.87,22.991,103.43,16.0
60488,2005-12-31,3.0,1800.0,19.558625000000006,28.93,25.2169842066684,7.434875000000001,0.31,98.625,81.43,45.213,108.29,16.0
60489,2005-12-31,2.0,1800.0,12.455,24.2,28.7724184314231,5.389125,0.27,83.875,11.15,5.159875,52.32,16.0
60490,2005-12-31,2.0,2200.0,9.70225,14.49,24.33379982304252,3.872375,0.28,80.125,22.79,7.433375,28.71,16.0
60493,2005-12-31,3.0,1800.0,17.9515,46.82,25.45689782289175,6.03475,0.18,97.75,11.86,6.380750000000001,44.53,16.0
60506,2006-01-01,3.0,1800.0,24.622,33.99,25.57922936743552,5.0637500000000015,0.23,90.0,79.19,1.344375,108.78,16.0
60515,2006-01-01,3.0,1800.0,27.582125,35.13,25.984705667792024,4.6807500000000015,0.28,79.875,5.14,2.6595,12.19,16.0
60516,2006-01-01,2.0,1800.0,16.519125,21.14,25.27967962824719,5.015875,0.35,78.0,32.64,1.6585,35.53,16.0
60523,2006-01-01,2.0,1800.0,25.069625,30.4,29.44275794270489,5.144125,0.28,88.75,36.97,6.292875,44.23,16.0
60529,2006-01-01,2.0,1800.0,31.65,44.09,27.52599071468284,6.8835,0.29,71.875,20.6,12.123874999999998,37.16,16.0
60533,2006-01-01,2.0,1800.0,9.241125,13.77,23.494440240999413,2.662375,0.23,92.375,0.0,0.0,0.0,16.0
60534,2006-01-01,2.0,1800.0,25.721125,35.77,27.725308147911,6.204375,0.21,86.0,45.06,3.804875,50.77,16.0
60539,2006-01-01,3.0,1800.0,30.222500000000004,35.64,23.65817644724073,6.767125000000001,0.3,95.0,66.61,5.240875,107.75,16.0
60542,2006-01-01,2.0,2200.0,8.701,20.0,22.41451465537527,2.341875,0.26,71.0,2.66,0.951875,15.85,16.0
60543,2006-01-01,2.0,2200.0,7.866,15.93,25.13339976636825,3.15825,0.34,90.875,8.31,1.5332500000000002,12.47,16.0
60544,2006-01-01,2.0,1800.0,19.243875,30.99,27.534730871900805,6.788500000000001,0.29,87.5,26.23,15.554875,59.87,16.0
60546,2006-01-01,2.0,2200.0,2.281875,20.7,14.563644203184404,0.0,0.36,85.375,23.34,11.96125,48.79,16.0
60550,2006-01-01,3.0,1800.0,29.50525,34.41,38.31194633015849,9.753625,0.29,78.0,85.03,5.51025,95.45,16.0
60552,2006-01-01,2.0,2200.0,15.7885,23.63,23.7956943172746,4.99425,0.33,81.375,15.07,10.3055,31.32,16.0
60556,2006-01-01,2.0,2200.0,3.711,22.56,20.698694144998733,0.808125,0.16,88.125,18.81,3.447375,56.43,16.0
60557,2006-01-01,2.0,2200.0,13.9085,18.7,29.39727270968648,4.206125,0.32,81.25,24.97,4.299125,32.8,16.0
60560,2006-01-01,2.0,2200.0,10.815625,20.15,19.40967352946232,4.4575000000000005,0.38,80.875,35.65,1.647375,41.7,16.0
60564,2006-01-01,3.0,1800.0,26.9905,41.65,22.029285902006773,4.036125,0.12,97.875,98.01,4.379250000000001,163.96,16.0
60565,2006-01-01,3.0,1800.0,17.9515,46.82,23.31962697281093,0.0,0.19,100.0,15.79,7.818125,52.35,16.0
60571,2006-01-02,3.0,2000.0,21.32,38.31,26.86249065594637,9.142375,0.3,96.875,64.94,44.225375,89.9,16.0
